olid,orderid,productid,qty,lineprice,linetotal,builtdate,promisedate,deldate
42400,28578,13,1,4.95,4.95,,2022-05-16,2022-05-18
42401,28579,19,1,27995.00,27995.00,2022-05-22,2022-05-16,2022-05-26
42402,28580,19,1,27995.00,27995.00,2022-05-30,2022-05-16,2022-05-31
42403,28580,10,1,995.00,995.00,,2022-05-16,2022-05-31
42404,28580,14,1,449.00,449.00,,2022-05-16,2022-05-31
42405,28580,15,1,995.00,995.00,,2022-05-16,2022-05-31
42406,28580,13,1,4.95,4.95,,2022-05-16,2022-05-31
42407,28581,11,1,17995.00,17995.00,2022-05-15,2022-05-16,2022-05-22
42408,28581,10,1,995.00,995.00,,2022-05-16,2022-05-22
42409,28581,13,5,4.95,24.75,,2022-05-16,2022-05-22
42410,28582,11,1,17995.00,17995.00,2022-05-08,2022-05-17,2022-05-20
42411,28583,19,1,27995.00,27995.00,2022-05-29,2022-05-17,2022-06-12
42412,28583,10,1,995.00,995.00,,2022-05-17,2022-06-12
42413,28583,16,1,79.00,79.00,,2022-05-17,2022-06-12
42414,28583,14,1,449.00,449.00,,2022-05-17,2022-06-12
42415,28583,17,1,495.00,495.00,,2022-05-17,2022-06-12
42416,28584,11,1,17995.00,17995.00,2022-05-12,2022-05-18,2022-05-22
42417,28585,18,1,24995.00,24995.00,2022-05-12,2022-05-18,2022-05-16
42418,28585,10,1,995.00,995.00,,2022-05-18,2022-05-16
42419,28585,16,1,79.00,79.00,,2022-05-18,2022-05-16
42420,28586,19,1,27995.00,27995.00,2022-05-30,2022-05-18,2022-06-03
42421,28586,10,1,995.00,995.00,,2022-05-18,2022-06-03
42422,28586,16,1,79.00,79.00,,2022-05-18,2022-06-03
42423,28586,12,1,699.00,699.00,2022-05-18,2022-06-03
42424,28586,15,1,995.00,995.00,,2022-05-18,2022-06-03
42425,28586,13,4,4.95,19.80,,2022-05-18,2022-06-03
42426,28587,19,1,27995.00,27995.00,2022-05-30,2022-05-18,2022-06-11
42427,28587,16,1,79.00,79.00,,2022-05-18,2022-06-11
42428,28587,13,4,4.95,19.80,,2022-05-18,2022-06-11
42429,28588,19,1,27995.00,27995.00,2022-06-07,2022-05-19,2022-06-25
42430,28588,15,1,995.00,995.00,,2022-05-19,2022-06-25
42431,28588,13,5,4.95,24.75,,2022-05-19,2022-06-25
42432,28589,19,1,27995.00,27995.00,2022-05-30,2022-05-19,2022-06-03
42433,28589,16,2,79.00,158.00,,2022-05-19,2022-06-03
42434,28589,12,1,699.00,699.00,2022-05-19,2022-06-03
42435,28589,14,1,449.00,449.00,,2022-05-19,2022-06-03
42436,28590,13,4,4.95,19.80,,,2022-01-19
42437,28591,19,1,27995.00,27995.00,2022-05-28,2022-05-19,2022-05-29
42438,28591,14,1,449.00,449.00,,2022-05-19,2022-05-29
42439,28592,11,1,17995.00,17995.00,2022-05-17,2022-05-19,2022-05-18
42440,28592,16,1,79.00,79.00,,2022-05-19,2022-05-18
42441,28592,13,5,4.95,24.75,,2022-05-19,2022-05-18
42442,28593,19,1,27995.00,27995.00,2022-06-03,2022-05-20,2022-06-18
42443,28593,10,1,995.00,995.00,,2022-05-20,2022-06-18
42444,28593,15,1,995.00,995.00,,2022-05-20,2022-06-18
42445,28593,17,1,495.00,495.00,,2022-05-20,2022-06-18
42446,28594,11,1,17995.00,17995.00,2022-05-12,2022-05-20,2022-05-21
42447,28594,10,1,995.00,995.00,,2022-05-20,2022-05-21
42448,28594,16,1,79.00,79.00,,2022-05-20,2022-05-21
42449,28594,12,1,699.00,699.00,2022-05-20,2022-05-21
42450,28594,13,6,4.95,29.70,,2022-05-20,2022-05-21
42451,28595,18,1,24995.00,24995.00,2022-05-17,2022-05-20,2022-06-03
42452,28595,10,1,995.00,995.00,,2022-05-20,2022-06-03
42453,28595,15,1,995.00,995.00,,2022-05-20,2022-06-03
42454,28595,13,6,4.95,29.70,,2022-05-20,2022-06-03
42455,28596,11,1,17995.00,17995.00,2022-05-15,2022-05-20,2022-05-25
42456,28596,10,1,995.00,995.00,,2022-05-20,2022-05-25
42457,28597,11,1,17995.00,17995.00,2022-05-13,2022-05-20,2022-05-27
42458,28598,18,1,24995.00,24995.00,2022-05-12,2022-05-21,2022-05-24
42459,28598,10,1,995.00,995.00,,2022-05-21,2022-05-24
42460,28598,12,1,699.00,699.00,2022-05-21,2022-05-24
42461,28598,14,1,449.00,449.00,,2022-05-21,2022-05-24
42462,28598,15,1,995.00,995.00,,2022-05-21,2022-05-24
42463,28598,13,3,4.95,14.85,,2022-05-21,2022-05-24
42464,28599,11,1,17995.00,17995.00,2022-05-11,2022-05-21,2022-05-18
42465,28599,10,1,995.00,995.00,,2022-05-21,2022-05-18
42466,28599,16,1,79.00,79.00,,2022-05-21,2022-05-18
42467,28599,13,3,4.95,14.85,,2022-05-21,2022-05-18
42468,28600,19,1,27995.00,27995.00,2022-05-29,2022-05-21,2022-06-03
42469,28600,16,1,79.00,79.00,,2022-05-21,2022-06-03
42470,28600,12,1,699.00,699.00,2022-05-21,2022-06-03
42471,28600,13,5,4.95,24.75,,2022-05-21,2022-06-03
42472,28601,18,1,24995.00,24995.00,2022-05-11,2022-05-21,2022-05-13
42473,28601,14,1,449.00,449.00,,2022-05-21,2022-05-13
42474,28601,17,1,495.00,495.00,,2022-05-21,2022-05-13
42475,28601,13,5,4.95,24.75,,2022-05-21,2022-05-13
42476,28602,18,1,24995.00,24995.00,2022-05-10,2022-05-21,2022-05-24
42477,28602,10,1,995.00,995.00,,2022-05-21,2022-05-24
42478,28602,13,3,4.95,14.85,,2022-05-21,2022-05-24
42479,28603,18,1,24995.00,24995.00,2022-05-12,2022-05-21,2022-05-30
42480,28603,12,1,699.00,699.00,2022-05-21,2022-05-30
42481,28603,14,1,449.00,449.00,,2022-05-21,2022-05-30
42482,28603,15,1,995.00,995.00,,2022-05-21,2022-05-30
42483,28603,13,6,4.95,29.70,,2022-05-21,2022-05-30
42484,28604,18,1,24995.00,24995.00,2022-05-15,2022-05-21,2022-05-20
42485,28604,16,1,79.00,79.00,,2022-05-21,2022-05-20
42486,28604,13,5,4.95,24.75,,2022-05-21,2022-05-20
42487,28605,11,1,17995.00,17995.00,2022-05-15,2022-05-21,2022-05-28
42488,28605,16,1,79.00,79.00,,2022-05-21,2022-05-28
42489,28605,13,3,4.95,14.85,,2022-05-21,2022-05-28
42490,28606,11,1,17995.00,17995.00,2022-05-21,2022-05-21,2022-05-29
42491,28607,19,1,27995.00,27995.00,2022-05-28,2022-05-22,2022-06-15
42492,28607,12,1,699.00,699.00,2022-05-22,2022-06-15
42493,28607,15,1,995.00,995.00,,2022-05-22,2022-06-15
42494,28608,19,1,27995.00,27995.00,2022-05-30,2022-05-22,2022-06-11
42495,28608,12,1,699.00,699.00,2022-05-22,2022-06-11
42496,28609,11,1,17995.00,17995.00,2022-05-15,2022-05-22,2022-06-01
42497,28610,19,1,27995.00,27995.00,2022-05-30,2022-05-22,2022-06-04
42498,28610,10,1,995.00,995.00,,2022-05-22,2022-06-04
42499,28610,16,2,79.00,158.00,,2022-05-22,2022-06-04
42500,28610,14,1,449.00,449.00,,2022-05-22,2022-06-04
42501,28610,15,1,995.00,995.00,,2022-05-22,2022-06-04
42502,28611,18,1,24995.00,24995.00,2022-05-09,2022-05-22,2022-05-11
42503,28611,10,1,995.00,995.00,,2022-05-22,2022-05-11
42504,28611,12,1,699.00,699.00,2022-05-22,2022-05-11
42505,28611,15,1,995.00,995.00,,2022-05-22,2022-05-11
42506,28611,17,1,495.00,495.00,,2022-05-22,2022-05-11
42507,28611,13,4,4.95,19.80,,2022-05-22,2022-05-11
42508,28612,18,1,24995.00,24995.00,2022-05-16,2022-05-22,2022-05-26
42509,28612,10,1,995.00,995.00,,2022-05-22,2022-05-26
42510,28612,16,1,79.00,79.00,,2022-05-22,2022-05-26
42511,28612,14,1,449.00,449.00,,2022-05-22,2022-05-26
42512,28612,15,1,995.00,995.00,,2022-05-22,2022-05-26
42513,28612,13,5,4.95,24.75,,2022-05-22,2022-05-26
42514,28613,18,1,24995.00,24995.00,2022-05-13,2022-05-22,2022-05-31
42515,28613,14,1,449.00,449.00,,2022-05-22,2022-05-31
42516,28613,13,6,4.95,29.70,,2022-05-22,2022-05-31
42517,28614,11,1,17995.00,17995.00,2022-05-18,2022-05-22,2022-06-01
42518,28614,16,1,79.00,79.00,,2022-05-22,2022-06-01
42519,28614,12,1,699.00,699.00,2022-05-22,2022-06-01
42520,28615,13,2,4.95,9.90,,,2022-01-22
42521,28615,16,3,79.00,237.00,,,2022-01-22
42522,28615,14,1,449.00,449.00,,,2022-01-22
42523,28615,20,1,95.00,95.00,,,2022-01-22
42524,28616,19,1,27995.00,27995.00,2022-05-23,2022-05-22,2022-05-29
42525,28616,16,2,79.00,158.00,,2022-05-22,2022-05-29
42526,28616,13,3,4.95,14.85,,2022-05-22,2022-05-29
42527,28617,18,1,24995.00,24995.00,2022-05-22,2022-05-22,2022-05-27
42528,28617,15,1,995.00,995.00,,2022-05-22,2022-05-27
42529,28617,13,4,4.95,19.80,,2022-05-22,2022-05-27
42530,28618,11,1,17995.00,17995.00,2022-05-13,2022-05-22,2022-05-27
42531,28618,14,1,449.00,449.00,,2022-05-22,2022-05-27
42532,28618,13,5,4.95,24.75,,2022-05-22,2022-05-27
42533,28619,11,1,17995.00,17995.00,2022-05-17,2022-05-22,2022-06-06
42534,28619,16,2,79.00,158.00,,2022-05-22,2022-06-06
42535,28620,11,1,17995.00,17995.00,2022-05-18,2022-05-22,2022-05-25
42536,28620,16,1,79.00,79.00,,2022-05-22,2022-05-25
42537,28620,12,1,699.00,699.00,2022-05-22,2022-05-25
42538,28620,17,1,495.00,495.00,,2022-05-22,2022-05-25
42539,28620,13,1,4.95,4.95,,2022-05-22,2022-05-25
42540,28621,18,1,24995.00,24995.00,2022-05-19,2022-05-22,2022-05-22
42541,28621,10,1,995.00,995.00,,2022-05-22,2022-05-22
42542,28621,14,1,449.00,449.00,,2022-05-22,2022-05-22
42543,28621,13,2,4.95,9.90,,2022-05-22,2022-05-22
42544,28622,13,5,4.95,24.75,,,2022-01-22
42545,28622,16,1,79.00,79.00,,,2022-01-22
42546,28623,11,1,17995.00,17995.00,2022-05-18,2022-05-22,2022-05-23
42547,28623,15,1,995.00,995.00,,2022-05-22,2022-05-23
42548,28623,13,7,4.95,34.65,,2022-05-22,2022-05-23
42549,28624,18,1,24995.00,24995.00,2022-05-16,2022-05-22,2022-06-04
42550,28624,16,1,79.00,79.00,,2022-05-22,2022-06-04
42551,28624,17,1,495.00,495.00,,2022-05-22,2022-06-04
42552,28624,13,5,4.95,24.75,,2022-05-22,2022-06-04
42553,28625,13,2,4.95,9.90,,,2022-01-23
42554,28625,16,1,79.00,79.00,,,2022-01-23
42555,28626,18,1,24995.00,24995.00,2022-05-18,2022-05-23,2022-05-24
42556,28626,13,6,4.95,29.70,2022-05-18,2022-05-23,2022-05-24
42557,28627,18,1,24995.00,24995.00,2022-05-15,2022-05-23,2022-05-19
42558,28627,13,6,4.95,29.70,2022-05-15,2022-05-23,2022-05-19
42559,28628,18,1,24995.00,24995.00,2022-05-12,2022-05-23,2022-05-31
42560,28628,16,2,79.00,158.00,,2022-05-23,2022-05-31
42561,28628,12,1,699.00,699.00,2022-05-23,2022-05-31
42562,28628,14,1,449.00,449.00,,2022-05-23,2022-05-31
42563,28628,17,1,495.00,495.00,,2022-05-23,2022-05-31
42564,28628,13,2,4.95,9.90,,2022-05-23,2022-05-31
42565,28629,18,1,24995.00,24995.00,2022-05-10,2022-05-23,2022-05-28
42566,28629,12,1,699.00,699.00,2022-05-23,2022-05-28
42567,28629,17,1,495.00,495.00,,2022-05-23,2022-05-28
42568,28630,18,1,24995.00,24995.00,2022-05-09,2022-05-23,2022-05-18
42569,28630,10,1,995.00,995.00,,2022-05-23,2022-05-18
42570,28630,12,1,699.00,699.00,2022-05-23,2022-05-18
42571,28630,14,1,449.00,449.00,,2022-05-23,2022-05-18
42572,28630,13,4,4.95,19.80,,2022-05-23,2022-05-18
42573,28631,18,1,24995.00,24995.00,2022-05-15,2022-05-23,2022-05-28
42574,28631,10,1,995.00,995.00,,2022-05-23,2022-05-28
42575,28631,14,1,449.00,449.00,,2022-05-23,2022-05-28
42576,28632,11,1,17995.00,17995.00,2022-05-19,2022-05-23,2022-06-01
42577,28632,16,1,79.00,79.00,,2022-05-23,2022-06-01
42578,28632,14,1,449.00,449.00,,2022-05-23,2022-06-01
42579,28633,18,1,24995.00,24995.00,2022-05-14,2022-05-23,2022-05-21
42580,28633,16,1,79.00,79.00,,2022-05-23,2022-05-21
42581,28634,18,1,24995.00,24995.00,2022-05-16,2022-05-23,2022-05-30
42582,28634,10,1,995.00,995.00,,2022-05-23,2022-05-30
42583,28634,15,1,995.00,995.00,,2022-05-23,2022-05-30
42584,28635,19,1,27995.00,27995.00,2022-06-08,2022-05-23,2022-06-15
42585,28636,19,1,27995.00,27995.00,2022-05-26,2022-05-23,2022-06-15
42586,28636,10,1,995.00,995.00,,2022-05-23,2022-06-15
42587,28636,16,1,79.00,79.00,,2022-05-23,2022-06-15
42588,28636,12,1,699.00,699.00,2022-05-23,2022-06-15
42589,28636,14,1,449.00,449.00,,2022-05-23,2022-06-15
42590,28637,18,1,24995.00,24995.00,2022-05-20,2022-05-24,2022-05-30
42591,28637,14,1,449.00,449.00,,2022-05-24,2022-05-30
42592,28637,17,1,495.00,495.00,,2022-05-24,2022-05-30
42593,28637,13,2,4.95,9.90,,2022-05-24,2022-05-30
42594,28638,18,1,24995.00,24995.00,2022-05-13,2022-05-24,2022-05-22
42595,28638,10,1,995.00,995.00,,2022-05-24,2022-05-22
42596,28638,16,1,79.00,79.00,,2022-05-24,2022-05-22
42597,28638,17,1,495.00,495.00,,2022-05-24,2022-05-22
42598,28639,18,1,24995.00,24995.00,2022-05-19,2022-05-24,2022-06-03
42599,28639,10,1,995.00,995.00,,2022-05-24,2022-06-03
42600,28639,12,1,699.00,699.00,2022-05-24,2022-06-03
42601,28639,14,1,449.00,449.00,,2022-05-24,2022-06-03
42602,28640,11,1,17995.00,17995.00,2022-05-16,2022-05-25,2022-05-20
42603,28640,10,1,995.00,995.00,,2022-05-25,2022-05-20
42604,28640,16,2,79.00,158.00,,2022-05-25,2022-05-20
42605,28641,11,1,17995.00,17995.00,2022-05-19,2022-05-25,2022-05-29
42606,28641,10,1,995.00,995.00,,2022-05-25,2022-05-29
42607,28641,16,1,79.00,79.00,,2022-05-25,2022-05-29
42608,28641,13,6,4.95,29.70,,2022-05-25,2022-05-29
42609,28642,11,1,17995.00,17995.00,2022-05-21,2022-05-25,2022-06-09
42610,28642,14,1,449.00,449.00,,2022-05-25,2022-06-09
42611,28642,13,5,4.95,24.75,,2022-05-25,2022-06-09
42612,28643,18,1,24995.00,24995.00,2022-05-13,2022-05-26,2022-05-25
42613,28643,10,1,995.00,995.00,,2022-05-26,2022-05-25
42614,28643,15,1,995.00,995.00,,2022-05-26,2022-05-25
42615,28643,13,2,4.95,9.90,,2022-05-26,2022-05-25
42616,28644,19,1,27995.00,27995.00,2022-06-13,2022-05-26,2022-07-01
42617,28644,10,1,995.00,995.00,,2022-05-26,2022-07-01
42618,28644,12,1,699.00,699.00,2022-05-26,2022-07-01
42619,28644,14,1,449.00,449.00,,2022-05-26,2022-07-01
42620,28645,11,1,17995.00,17995.00,2022-05-24,2022-05-27,2022-06-13
42621,28645,16,1,79.00,79.00,,2022-05-27,2022-06-13
42622,28645,15,1,995.00,995.00,,2022-05-27,2022-06-13
42623,28645,17,1,495.00,495.00,,2022-05-27,2022-06-13
42624,28646,11,1,17995.00,17995.00,2022-05-26,2022-05-27,2022-06-08
42625,28646,16,3,79.00,237.00,,2022-05-27,2022-06-08
42626,28646,12,1,699.00,699.00,2022-05-27,2022-06-08
42627,28646,15,1,995.00,995.00,,2022-05-27,2022-06-08
42628,28647,19,1,27995.00,27995.00,2022-06-15,2022-05-27,2022-06-24
42629,28647,10,1,995.00,995.00,,2022-05-27,2022-06-24
42630,28647,14,1,449.00,449.00,,2022-05-27,2022-06-24
42631,28647,15,1,995.00,995.00,,2022-05-27,2022-06-24
42632,28648,18,1,24995.00,24995.00,2022-05-21,2022-05-27,2022-06-06
42633,28648,17,1,495.00,495.00,2022-05-21,2022-05-27,2022-06-06
42634,28649,18,1,24995.00,24995.00,2022-05-23,2022-05-28,2022-05-26
42635,28649,10,1,995.00,995.00,,2022-05-28,2022-05-26
42636,28649,16,2,79.00,158.00,,2022-05-28,2022-05-26
42637,28649,13,1,4.95,4.95,,2022-05-28,2022-05-26
42638,28650,19,1,27995.00,27995.00,2022-06-08,2022-05-28,2022-06-09
42639,28650,16,1,79.00,79.00,,2022-05-28,2022-06-09
42640,28650,15,1,995.00,995.00,,2022-05-28,2022-06-09
42641,28650,13,4,4.95,19.80,,2022-05-28,2022-06-09
42642,28651,11,1,17995.00,17995.00,2022-05-24,2022-05-28,2022-06-06
42643,28651,13,3,4.95,14.85,2022-05-24,2022-05-28,2022-06-06
42644,28652,11,1,17995.00,17995.00,2022-05-23,2022-05-28,2022-06-01
42645,28652,10,1,995.00,995.00,,2022-05-28,2022-06-01
42646,28652,12,1,699.00,699.00,2022-05-28,2022-06-01
42647,28652,14,1,449.00,449.00,,2022-05-28,2022-06-01
42648,28652,13,6,4.95,29.70,,2022-05-28,2022-06-01
42649,28653,11,1,17995.00,17995.00,2022-05-23,2022-05-28,2022-05-30
42650,28653,14,1,449.00,449.00,,2022-05-28,2022-05-30
42651,28653,13,3,4.95,14.85,,2022-05-28,2022-05-30
42652,28654,19,1,27995.00,27995.00,2022-05-29,2022-05-28,2022-06-08
42653,28654,15,1,995.00,995.00,,2022-05-28,2022-06-08
42654,28654,13,6,4.95,29.70,,2022-05-28,2022-06-08
42655,28655,18,1,24995.00,24995.00,2022-05-23,2022-05-28,2022-06-06
42656,28655,10,1,995.00,995.00,,2022-05-28,2022-06-06
42657,28656,11,1,17995.00,17995.00,2022-05-26,2022-05-28,2022-06-06
42658,28656,12,1,699.00,699.00,2022-05-28,2022-06-06
42659,28656,15,1,995.00,995.00,,2022-05-28,2022-06-06
42660,28656,13,4,4.95,19.80,,2022-05-28,2022-06-06
42661,28657,19,1,27995.00,27995.00,2022-06-05,2022-05-29,2022-06-20
42662,28657,10,1,995.00,995.00,,2022-05-29,2022-06-20
42663,28657,16,2,79.00,158.00,,2022-05-29,2022-06-20
42664,28657,12,1,699.00,699.00,2022-05-29,2022-06-20
42665,28657,14,1,449.00,449.00,,2022-05-29,2022-06-20
42666,28657,15,1,995.00,995.00,,2022-05-29,2022-06-20
42667,28657,17,1,495.00,495.00,,2022-05-29,2022-06-20
42668,28658,11,1,17995.00,17995.00,2022-05-27,2022-05-29,2022-06-10
42669,28658,12,1,699.00,699.00,2022-05-29,2022-06-10
42670,28658,13,3,4.95,14.85,,2022-05-29,2022-06-10
42671,28659,19,1,27995.00,27995.00,2022-06-07,2022-05-29,2022-06-11
42672,28659,15,1,995.00,995.00,,2022-05-29,2022-06-11
42673,28659,17,1,495.00,495.00,,2022-05-29,2022-06-11
42674,28660,16,1,79.00,79.00,,,2022-01-29
42675,28661,11,1,17995.00,17995.00,2022-05-21,2022-05-29,2022-06-06
42676,28661,15,1,995.00,995.00,,2022-05-29,2022-06-06
42677,28662,11,1,17995.00,17995.00,2022-05-23,2022-05-29,2022-06-02
42678,28662,10,1,995.00,995.00,,2022-05-29,2022-06-02
42679,28662,16,1,79.00,79.00,,2022-05-29,2022-06-02
42680,28662,14,1,449.00,449.00,,2022-05-29,2022-06-02
42681,28663,18,1,24995.00,24995.00,2022-05-23,2022-05-30,2022-06-02
42682,28663,10,1,995.00,995.00,,2022-05-30,2022-06-02
42683,28663,16,1,79.00,79.00,,2022-05-30,2022-06-02
42684,28663,14,1,449.00,449.00,,2022-05-30,2022-06-02
42685,28663,15,1,995.00,995.00,,2022-05-30,2022-06-02
42686,28663,13,1,4.95,4.95,,2022-05-30,2022-06-02
42687,28664,18,1,24995.00,24995.00,2022-05-20,2022-05-30,2022-05-22
42688,28664,10,1,995.00,995.00,,2022-05-30,2022-05-22
42689,28664,14,1,449.00,449.00,,2022-05-30,2022-05-22
42690,28664,15,1,995.00,995.00,,2022-05-30,2022-05-22
42691,28665,19,1,27995.00,27995.00,2022-06-06,2022-05-30,2022-06-17
42692,28665,15,1,995.00,995.00,,2022-05-30,2022-06-17
42693,28665,13,3,4.95,14.85,,2022-05-30,2022-06-17
42694,28666,19,1,27995.00,27995.00,2022-05-29,2022-05-30,2022-06-08
42695,28666,14,1,449.00,449.00,,2022-05-30,2022-06-08
42696,28666,15,1,995.00,995.00,,2022-05-30,2022-06-08
42697,28666,17,1,495.00,495.00,,2022-05-30,2022-06-08
42698,28667,13,2,4.95,9.90,,,2022-01-30
42699,28667,16,1,79.00,79.00,,,2022-01-30
42700,28668,11,1,17995.00,17995.00,2022-05-24,2022-05-30,2022-05-27
42701,28668,16,1,79.00,79.00,,2022-05-30,2022-05-27
42702,28669,11,1,17995.00,17995.00,2022-05-24,2022-05-30,2022-06-06
42703,28669,16,1,79.00,79.00,,2022-05-30,2022-06-06
42704,28669,13,5,4.95,24.75,,2022-05-30,2022-06-06
42705,28670,18,1,24995.00,24995.00,2022-05-27,2022-05-30,2022-06-15
42706,28670,10,1,995.00,995.00,,2022-05-30,2022-06-15
42707,28670,17,1,495.00,495.00,,2022-05-30,2022-06-15
42708,28670,13,2,4.95,9.90,,2022-05-30,2022-06-15
42709,28671,18,1,24995.00,24995.00,2022-05-24,2022-05-30,2022-05-30
42710,28671,16,1,79.00,79.00,,2022-05-30,2022-05-30
42711,28671,13,6,4.95,29.70,,2022-05-30,2022-05-30
42712,28672,11,1,17995.00,17995.00,2022-05-24,2022-05-30,2022-05-28
42713,28673,11,1,17995.00,17995.00,2022-05-28,2022-05-30,2022-06-02
42714,28674,11,1,17995.00,17995.00,2022-05-26,2022-05-30,2022-05-30
42715,28674,10,1,995.00,995.00,,2022-05-30,2022-05-30
42716,28674,16,1,79.00,79.00,,2022-05-30,2022-05-30
42717,28675,14,1,449.00,449.00,,,2022-01-30
42718,28676,18,1,24995.00,24995.00,2022-05-22,2022-05-30,2022-05-30
42719,28676,10,1,995.00,995.00,,2022-05-30,2022-05-30
42720,28676,15,1,995.00,995.00,,2022-05-30,2022-05-30
42721,28677,11,1,17995.00,17995.00,2022-05-25,2022-05-31,2022-05-29
42722,28677,10,1,995.00,995.00,,2022-05-31,2022-05-29
42723,28677,16,1,79.00,79.00,,2022-05-31,2022-05-29
42724,28677,12,1,699.00,699.00,2022-05-31,2022-05-29
42725,28677,13,3,4.95,14.85,,2022-05-31,2022-05-29
42726,28678,18,1,24995.00,24995.00,2022-05-30,2022-05-31,2022-06-01
42727,28678,10,1,995.00,995.00,,2022-05-31,2022-06-01
42728,28678,12,1,699.00,699.00,2022-05-31,2022-06-01
42729,28678,17,1,495.00,495.00,,2022-05-31,2022-06-01
42730,28679,18,1,24995.00,24995.00,2022-05-30,2022-05-31,2022-06-10
42731,28679,14,1,449.00,449.00,,2022-05-31,2022-06-10
42732,28680,19,1,27995.00,27995.00,2022-06-12,2022-06-01,2022-06-16
42733,28680,10,1,995.00,995.00,,2022-06-01,2022-06-16
42734,28680,16,1,79.00,79.00,,2022-06-01,2022-06-16
42735,28680,14,1,449.00,449.00,,2022-06-01,2022-06-16
42736,28680,15,1,995.00,995.00,,2022-06-01,2022-06-16
42737,28681,11,1,17995.00,17995.00,2022-05-26,2022-06-01,2022-05-27
42738,28681,16,1,79.00,79.00,,2022-06-01,2022-05-27
42739,28681,15,1,995.00,995.00,,2022-06-01,2022-05-27
42740,28682,18,1,24995.00,24995.00,2022-05-26,2022-06-01,2022-06-05
42741,28682,10,1,995.00,995.00,,2022-06-01,2022-06-05
42742,28682,14,1,449.00,449.00,,2022-06-01,2022-06-05
42743,28682,17,1,495.00,495.00,,2022-06-01,2022-06-05
42744,28682,13,4,4.95,19.80,,2022-06-01,2022-06-05
42745,28683,18,1,24995.00,24995.00,2022-05-23,2022-06-01,2022-05-25
42746,28683,14,1,449.00,449.00,,2022-06-01,2022-05-25
42747,28684,11,1,17995.00,17995.00,2022-05-28,2022-06-02,2022-05-31
42748,28684,15,1,995.00,995.00,,2022-06-02,2022-05-31
42749,28685,16,1,79.00,79.00,,,2022-02-02
42750,28686,19,1,27995.00,27995.00,2022-06-11,2022-06-02,2022-06-13
42751,28686,10,1,995.00,995.00,,2022-06-02,2022-06-13
42752,28686,14,1,449.00,449.00,,2022-06-02,2022-06-13
42753,28686,15,1,995.00,995.00,,2022-06-02,2022-06-13
42754,28687,11,1,17995.00,17995.00,2022-05-31,2022-06-03,2022-06-19
42755,28688,18,1,24995.00,24995.00,2022-05-27,2022-06-03,2022-06-08
42756,28688,16,2,79.00,158.00,,2022-06-03,2022-06-08
42757,28688,12,1,699.00,699.00,2022-06-03,2022-06-08
42758,28689,18,1,24995.00,24995.00,2022-05-25,2022-06-03,2022-06-13
42759,28689,10,1,995.00,995.00,,2022-06-03,2022-06-13
42760,28689,16,1,79.00,79.00,,2022-06-03,2022-06-13
42761,28689,17,1,495.00,495.00,,2022-06-03,2022-06-13
42762,28689,13,6,4.95,29.70,,2022-06-03,2022-06-13
42763,28690,19,1,27995.00,27995.00,2022-06-05,2022-06-04,2022-06-20
42764,28690,15,1,995.00,995.00,,2022-06-04,2022-06-20
42765,28691,11,1,17995.00,17995.00,2022-05-30,2022-06-04,2022-06-17
42766,28691,10,1,995.00,995.00,,2022-06-04,2022-06-17
42767,28691,15,1,995.00,995.00,,2022-06-04,2022-06-17
42768,28691,17,1,495.00,495.00,,2022-06-04,2022-06-17
42769,28692,11,1,17995.00,17995.00,2022-05-31,2022-06-04,2022-06-13
42770,28692,10,1,995.00,995.00,,2022-06-04,2022-06-13
42771,28692,13,5,4.95,24.75,,2022-06-04,2022-06-13
42772,28693,18,1,24995.00,24995.00,2022-05-29,2022-06-05,2022-05-31
42773,28693,16,1,79.00,79.00,,2022-06-05,2022-05-31
42774,28694,18,1,24995.00,24995.00,2022-06-01,2022-06-05,2022-06-04
42775,28694,10,1,995.00,995.00,,2022-06-05,2022-06-04
42776,28694,13,3,4.95,14.85,,2022-06-05,2022-06-04
42777,28695,18,1,24995.00,24995.00,2022-05-26,2022-06-05,2022-06-14
42778,28695,14,1,449.00,449.00,,2022-06-05,2022-06-14
42779,28696,11,1,17995.00,17995.00,2022-05-28,2022-06-05,2022-06-03
42780,28696,10,1,995.00,995.00,,2022-06-05,2022-06-03
42781,28696,16,3,79.00,237.00,,2022-06-05,2022-06-03
42782,28696,13,5,4.95,24.75,,2022-06-05,2022-06-03
42783,28697,11,1,17995.00,17995.00,2022-05-31,2022-06-05,2022-06-06
42784,28697,16,2,79.00,158.00,,2022-06-05,2022-06-06
42785,28697,17,1,495.00,495.00,,2022-06-05,2022-06-06
42786,28697,13,5,4.95,24.75,,2022-06-05,2022-06-06
42787,28698,18,1,24995.00,24995.00,2022-05-25,2022-06-05,2022-06-09
42788,28698,12,1,699.00,699.00,2022-06-05,2022-06-09
42789,28698,14,1,449.00,449.00,,2022-06-05,2022-06-09
42790,28698,13,3,4.95,14.85,,2022-06-05,2022-06-09
42791,28699,13,8,4.95,39.60,,,2022-02-06
42792,28700,19,1,27995.00,27995.00,2022-06-20,2022-06-06,2022-07-09
